"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"꾸미랑 어린이집",경상남도,창원시 의창구,가정,20,3,경상남도 창원시 의창구 용지로261번길 5-11,055-264-7979,055-264-7979,,,,Y,,2019-03-28
"뉴포도송이어린이집",경상남도,창원시 의창구,가정,20,5,경상남도 창원시 의창구 용지로249번길 7-1,055-266-8231,,,,,Y,,2019-03-28
"러블리키즈어린이집",경상남도,창원시 의창구,가정,17,5,"경상남도 창원시 의창구 원이대로 663 211동 108호(신월동, 은아아파트)",055-266-7853,,,,,N,,2019-03-28
"리틀킹어린이집",경상남도,창원시 의창구,가정,16,1,경상남도 창원시 의창구 신월로20번길 19 1층,055-274-1006,055-274-1006,,,,N,,2019-03-28
"맑은뜰어린이집",경상남도,창원시 의창구,가정,16,4,경상남도 창원시 의창구 용지로249번길 5,055-287-6244,,,,,Y,,2019-03-28
"쁘띠앙팡어린이집",경상남도,창원시 의창구,가정,20,5,경상남도 창원시 의창구 신월로17번길 2 (신월동),055-267-1009,055-267-1009,,,,Y,,2019-03-28
"솔밭어린이집",경상남도,창원시 의창구,가정,20,6,경상남도 창원시 의창구 동산로185번길 23 (신월동),055-266-4805,055-266-4805,,,,Y,,2019-03-28
"솔보라어린이집",경상남도,창원시 의창구,가정,20,4,경상남도 창원시 의창구 신사로51번길 11 (신월동),055-264-7009,055-261-5128,,,,Y,,2019-03-28
"아이가행복한어린이집",경상남도,창원시 의창구,가정,20,5,경상남도 창원시 의창구 신월로20번길 8 (신월동),055-261-3815,055-266-0857,,,,Y,,2019-03-28
"예쁜어린이집",경상남도,창원시 의창구,가정,16,6,"경상남도 창원시 의창구 신사로 64 303동 104호(신월동, 주공아파트)",055-266-4616,055-266-4616,,,,Y,,2019-03-28
"참새짹짹어린이집",경상남도,창원시 의창구,가정,20,6,경상남도 창원시 의창구 신사로35번길 29 (신월동),055-267-5838,055-267-5838,,,,Y,,2019-03-28
"창의어린이집",경상남도,창원시 의창구,가정,15,3,"경상남도 창원시 의창구 외동반림로 200 6동 116호(용호동, 무학아파트)",055-266-5517,,,,,Y,,2019-03-28
"튼튼아이어린이집",경상남도,창원시 의창구,가정,14,4,"경상남도 창원시 의창구 외동반림로 200 8동 110호(용호동, 무학아파트)",055-286-8110,055-286-8110,,,,Y,,2019-03-28
"포도송이어린이집",경상남도,창원시 의창구,가정,11,4,경상남도 창원시 의창구 동산로199번길 6 (신월동),055-262-8263,,,,,Y,,2019-03-28
"해늘어린이집",경상남도,창원시 의창구,가정,14,2,"경상남도 창원시 의창구 원이대로 663 207동 103호(신월동, 은아아파트)",055-264-2505,055-264-2505,,,,Y,,2019-03-28
"햇살닮은어린이집",경상남도,창원시 의창구,가정,20,6,경상남도 창원시 의창구 신사로21번길 28-14 1층,055-262-2021,055-262-2021,,,,Y,,2019-03-28
"낙동강유역환경청다솜어린이집",경상남도,창원시 의창구,직장,39,7,경상남도 창원시 의창구 중앙대로250번길 5,055-283-1135,055-283-1136,,,,Y,,2019-03-28
"창원시청어린이집",경상남도,창원시 의창구,직장,77,14,경상남도 창원시 의창구 중앙대로 151 창원시청 창원시청어린이집 (용호동),055-225-7948,055-263-5005,,,,N,,2019-03-28
"창원시립 의안어린이집",경상남도,창원시 의창구,국공립,98,12,경상남도 창원시 의창구 의안로 49 창원시립의안어린이집,055-294-3885,055-298-3885,,,,Y,,2019-03-28
"다숲어린이집",경상남도,창원시 의창구,민간,23,7,경상남도 창원시 의창구 팔용로 512 대동다숲아파트 복리동 1층 (서상동),055-297-3536,055-297-3536,,,,N,,2019-03-28
"새명문어린이집",경상남도,창원시 의창구,민간,39,6,경상남도 창원시 의창구 읍성로89번길 11 1층 새명문어린이집,055-255-3690,055-255-3690,,,,Y,,2019-03-28
"석류어린이집",경상남도,창원시 의창구,민간,28,6,경상남도 창원시 의창구 소계로 122-1,055-299-4779,055-252-0023,,,,Y,,2019-03-28
"소계어린이집",경상남도,창원시 의창구,민간,28,5,경상남도 창원시 의창구 소계로 116 소계동,055-292-1196,055-292-1191,,,,Y,,2019-03-28
"소답어린이집",경상남도,창원시 의창구,민간,38,7,"경상남도 창원시 의창구 의안로56번길 20 국도아트빌상가 101, 102호 (소답동)",055-256-3213,055-256-7133,,,,Y,,2019-03-28
"아사랑어린이집",경상남도,창원시 의창구,민간,39,9,경상남도 창원시 의창구 의안로32번길 41 (소답동),055-293-2226,055-293-2226,,,,Y,,2019-03-28
"오즈놀이스쿨어린이집",경상남도,창원시 의창구,민간,94,11,경상남도 창원시 의창구 의안로59번길 22 (북동),055-299-8728,055-299-8728,,,,Y,,2019-03-28
"코끼리영재어린이집",경상남도,창원시 의창구,민간,110,11,경상남도 창원시 의창구 의안로44번길 27-2,055-296-0072,055-296-5246,,,,Y,,2019-03-28
"큰별예나어린이집",경상남도,창원시 의창구,민간,38,7,경상남도 창원시 의창구 의안로32번길 7 1층 (소답동),055-295-9250,055-295-9250,,,,Y,,2019-03-28
"해랑어린이집",경상남도,창원시 의창구,민간,174,11,경상남도 창원시 의창구 의안로8번길 13 (소답동),055-256-5947,055-256-5938,,,,Y,,2019-03-28
"햇님영재어린이집",경상남도,창원시 의창구,민간,39,2,"경상남도 창원시 의창구 금강로355번길 14-1 102호 103호(소계동, 진한빌라)",055-252-1012,055-292-9456,,,,Y,,2019-03-28
"행복어린이집",경상남도,창원시 의창구,민간,23,7,경상남도 창원시 의창구 금강로379번길 49-6,055-294-4556,055-294-4556,,,,Y,,2019-03-28
"소리나는어린이집",경상남도,창원시 의창구,가정,20,5,경상남도 창원시 의창구 의안로44번길 46 (소답동),055-297-6280,055-297-6280,,,,Y,,2019-03-28
"아이도담어린이집",경상남도,창원시 의창구,가정,20,4,경상남도 창원시 의창구 의안로27번길 2 에이스빌라 101호 (중동),055-253-1530,055-253-1530,,,,N,,2019-03-28
"초록어린이집",경상남도,창원시 의창구,가정,12,4,경상남도 창원시 의창구 서상로 21-8,070-7570-5456,,,,,Y,,2019-03-28
"창원시립 대원어린이집",경상남도,창원시 의창구,국공립,95,14,경상남도 창원시 의창구 대원로27번길 34 창원시립 대원어린이집,055-273-9540,055-273-9544,,,,Y,,2019-03-28
"세계어린이집",경상남도,창원시 의창구,사회복지법인,40,11,경상남도 창원시 의창구 남산로9번길 45 (팔용동),055-251-6767,055-251-4767,,,,Y,,2019-03-28
"다원어린이집",경상남도,창원시 의창구,민간,99,7,경상남도 창원시 의창구 남산로9번길 52 (팔용동),055-293-0978,055-295-1902,,,,Y,,2019-03-28
"보광어린이집",경상남도,창원시 의창구,민간,28,6,경상남도 창원시 의창구 의창대로180번길 5 (팔용동) 198-4,055-251-9075,055-251-9075,,,,Y,,2019-03-28
"예명산새소리어린이집",경상남도,창원시 의창구,민간,78,11,경상남도 창원시 의창구 반계로 101 대동중앙아파트 복지관 2층,055-256-0003,055-299-2081,,,,Y,,2019-03-28
"큰꿈어린이집",경상남도,창원시 의창구,민간,28,5,경상남도 창원시 의창구 삼동로 125 대원파크빌아파트 단지내 복지동 1층,055-273-3336,055-273-3336,,,,Y,,2019-03-28
"큰한샘어린이집",경상남도,창원시 의창구,민간,79,11,경상남도 창원시 의창구 의창대로116번길 21-3,055-298-8227,055-251-8221,,,,Y,,2019-03-28
"한샘어린이집",경상남도,창원시 의창구,민간,57,15,"경상남도 창원시 의창구 남산로 20 310동 1층(팔용동, 원풍벽산아파트)",055-255-5881,055-255-6881,,,,Y,,2019-03-28
"햇님어린이집",경상남도,창원시 의창구,민간,92,16,경상남도 창원시 의창구 남산로9번길 32-1,055-297-8543,055-294-5127,,,,Y,,2019-03-28
"꼬마또래어린이집",경상남도,창원시 의창구,가정,18,4,"경상남도 창원시 의창구 반계로 104-8 102동 104호(팔용동, 벽산블루밍아파트B단지)",055-297-9055,055-297-9055,,,,Y,,2019-03-28
"꼬망쎄어린이집",경상남도,창원시 의창구,가정,20,4,"경상남도 창원시 의창구 반계로 104-8 107동 102호(팔용동, 원풍벽산아파트)",055-298-9399,055-298-9399,,,,Y,,2019-03-28
"꿈나래어린이집",경상남도,창원시 의창구,가정,19,6,"경상남도 창원시 의창구 반계로 104-8 107동 103호(팔용동, 원풍벽산아파트)",055-255-1543,055-255-1543,,,,Y,,2019-03-28
"꿈쟁이어린이집",경상남도,창원시 의창구,가정,18,6,"경상남도 창원시 의창구 팔용로 446 106동 107호(팔용동, 극동아파트)",055-298-0317,055-298-0317,,,,Y,,2019-03-28
"누리천사어린이집",경상남도,창원시 의창구,가정,20,7,"경상남도 창원시 의창구 팔용로 446 101동 108호(팔용동,극동아파트)",055-256-6532,055-256-6533,,,,Y,,2019-03-28
"동화어린이집",경상남도,창원시 의창구,가정,19,5,경상남도 창원시 의창구 반계로 104-21 104동 105호(팔용동),055-273-4841,,,,,Y,,2019-03-28
"배꼽또래어린이집",경상남도,창원시 의창구,가정,17,6,경상남도 창원시 의창구 반계로 104-8 106동 103호(벽산블루밍아파트B단지),055-298-3757,055-298-3757,,,,Y,,2019-03-28
"벽산어린이집",경상남도,창원시 의창구,가정,17,6,"경상남도 창원시 의창구 반계로 98 109동 102호(팔용동, 원풍벽산아파트)",055-299-7270,055-299-7270,,,,Y,,2019-03-28
"사랑가득어린이집",경상남도,창원시 의창구,가정,16,5,"경상남도 창원시 의창구 창원대로 548 102동 103호 (대원동, 대동아파트)",055-273-7054,055-273-7054,,,,Y,,2019-03-28
"새콤달콤어린이집",경상남도,창원시 의창구,가정,20,4,경상남도 창원시 의창구 대원로43번길 15 (대원동),055-295-8229,,,,,Y,,2019-03-28
"새하얀어린이집",경상남도,창원시 의창구,가정,19,7,"경상남도 창원시 의창구 반계로 110 205동 102호(팔용동, 벽산블루밍아파트A단지)",055-298-8891,055-298-8891,,,,Y,,2019-03-28
"세화샛별어린이집",경상남도,창원시 의창구,가정,20,4,"경상남도 창원시 의창구 창원대로 538 201동 104호(대원동, 대원동2차대동아파트)",055-292-7039,055-609-7039,,,,N,,2019-03-28
"스마일어린이집",경상남도,창원시 의창구,가정,13,5,"경상남도 창원시 의창구 대원로93번길 22 15동 106호(대원동, 현대아파트)",055-273-7465,,,,,Y,,2019-03-28
"잼재미어린이집",경상남도,창원시 의창구,가정,18,6,"경상남도 창원시 의창구 창원대로 548 104동 105호(대원동, 대동아파트)",070-4126-8167,,,,,Y,,2019-03-28
"큰자람어린이집",경상남도,창원시 의창구,가정,19,6,"경상남도 창원시 의창구 반계로 98 117동 102호(팔용동, 원풍벽산아파트)",055-241-7936,055-298-5643,,,,Y,,2019-03-28
"파스텔어린이집",경상남도,창원시 의창구,가정,14,3,"경상남도 창원시 의창구 삼동로 121 3동 103호(대원동, 대원성원아파트)",055-273-2382,,,,,N,,2019-03-28
"파크빌어린이집",경상남도,창원시 의창구,가정,12,2,"경상남도 창원시 의창구 삼동로 121 102동 107호(대원동, 대원성원아파트)",055-285-3113,070-7583-4941,,,,Y,,2019-03-28
"하람어린이집",경상남도,창원시 의창구,가정,13,5,경상남도 창원시 의창구 팔용로419번길 6 1층(팔용동),055-273-3337,055-273-3337,,,,Y,,2019-03-28
"키콕스 꿈드림 어린이집",경상남도,창원시 의창구,직장,53,11,경상남도 창원시 의창구 차룡로48번길 62,055-251-2740,055-251-2748,,,,N,,2019-03-28
"현대로템어린이집",경상남도,창원시 의창구,직장,39,4,경상남도 창원시 의창구 대원로93번길 22 현대아파트 11동 2층 (대원동),055-273-4335,055-273-4335,,,,N,,2019-03-28
"창원시립 가음꿈에그린어린이집",경상남도,창원시 성산구,국공립,65,10,경상남도 창원시 성산구 원이대로878번길 9 창원가음꿈에그린아파트 관리동,055-606-9995,055-606-9996,,,,N,,2019-03-28
"창원시립 가음더샵어린이집",경상남도,창원시 성산구,국공립,65,9,경상남도 창원시 성산구 원이대로863번길 19 더샵센터럴파크2단지아파트 관리동,055-601-0788,,,,,N,,2019-03-28
"창원시립 가음어린이집",경상남도,창원시 성산구,국공립,140,19,경상남도 창원시 성산구 가양로56번길 18,055-284-6814,055-284-6815,,,,Y,,2019-03-28
"창원시립 센텀푸르지오어린이집",경상남도,창원시 성산구,국공립,75,1,"경상남도 창원시 성산구 가음정로 59 (가음동, 창원센텀푸르지오아파트)",055-9566-9261,,,,,N,,2019-03-28
"창원시립 조은어린이집",경상남도,창원시 성산구,국공립,39,10,경상남도 창원시 성산구 대정로 100 개나리3차아파트 복리동 1층,055-264-3388,,,,,Y,,2019-03-28
"근로복지공단 창원어린이집",경상남도,창원시 성산구,법인·단체,268,31,경상남도 창원시 성산구 대암로 32-15,055-266-0291,055-266-7954,,,,Y,,2019-03-28
"더샵늘푸른어린이집",경상남도,창원시 성산구,민간,53,10,경상남도 창원시 성산구 원이대로863번길 7 더샵센트럴파크3단지아파트 관리동,055-263-7787,055-263-7787,,,,Y,,2019-03-28
"더샵어린이집",경상남도,창원시 성산구,민간,51,8,경상남도 창원시 성산구 대정로40번길 7 창원더샵센트럴파크 1단지 관리동,055-262-2629,,,,,Y,,2019-03-28
"솔라어린이집",경상남도,창원시 성산구,민간,27,8,경상남도 창원시 성산구 대정로 99 성원2차아파트 관리동 2층,055-261-6777,055-261-6777,,,,Y,,2019-03-28
"예명몬테소리어린이집",경상남도,창원시 성산구,민간,47,11,경상남도 창원시 성산구 대암로 56 (남양동),055-262-2188,055-262-2208,,,,Y,,2019-03-28
"이화어린이집",경상남도,창원시 성산구,민간,36,0,경상남도 창원시 성산구 대정로 73 성원1차관리사무소3층 이화어린이집,055-261-3656,,,,,Y,,2019-03-28
"창원YWCA어린이집",경상남도,창원시 성산구,민간,114,14,"경상남도 창원시 성산구 대정로20번길 11 창원시여성가족회관 1층, 창원YWCA어린이집",055-266-1603,055-284-9488,,,,Y,,2019-03-28
"하늘빛어린이집",경상남도,창원시 성산구,민간,62,9,경상남도 창원시 성산구 가양로 97 개나리4차 복지동2층,055-266-3437,055-713-3437,,,,Y,,2019-03-28
"해님어린이집",경상남도,창원시 성산구,민간,40,0,경상남도 창원시 성산구 대정로 84 피오로빌아파트 복지동,055-261-7630,055-261-7630,,,,Y,,2019-03-28
"개나리어린이집",경상남도,창원시 성산구,가정,16,3,"경상남도 창원시 성산구 가양로 97 404동 105호(남양동, 개나리4차아파트)",055-283-8943,055-283-8943,,,,N,,2019-03-28
"구름빵어린이집",경상남도,창원시 성산구,가정,19,5,"경상남도 창원시 성산구 대암로 56 3동 106호(남양동,롯데아파트)",055-281-9151,055-281-9151,,,,Y,,2019-03-28
"꼬망꼬망어린이집",경상남도,창원시 성산구,가정,11,5,"경상남도 창원시 성산구 원이대로883번길 6 3동 102호(가음동, 성원은아아파트)",055-262-7812,055-262-7812,,,,N,,2019-03-28
"꿀향기어린이집",경상남도,창원시 성산구,가정,13,5,"경상남도 창원시 성산구 가양로 99 401동 105호 (남양동, 위드파크아파트)",055-602-9597,050-213-9597,,,,N,,2019-03-28
"남양새로미어린이집",경상남도,창원시 성산구,가정,13,4,"경상남도 창원시 성산구 대정로 84 205동 105호(남양동, 피오르빌아파트)",055-264-0167,055-264-0167,,,,Y,,2019-03-28
